epoch,f1_score,loss,val_f1_score,val_loss
0,nan,6.6469274305720996,nan,6.0115119872554654
1,nan,6.1428341583791539,nan,5.8916995140814015
2,nan,6.0023426979700156,nan,5.747723979334677
3,nan,5.8494258810605126,nan,5.5902162982571513
4,nan,5.7365691036439515,nan,5.5508883076329383
5,nan,5.6414627183625603,nan,5.4046751299212055
6,nan,5.5666302772323899,nan,5.2702301856010187
7,nan,5.4877728015691334,nan,5.2239812727897394
8,nan,5.40619038852497,nan,5.1265974660073557
9,nan,5.3229645133125221,nan,5.0849738274851157
10,nan,5.2902534326059856,nan,5.1627715172306186
11,nan,5.2341548711354964,nan,5.095761514479114
12,nan,5.2033715030393539,nan,5.0260386313161538
13,0.046339763250058529,5.1631914896952216,nan,5.0047845840454102
14,nan,5.1288158396257284,nan,5.0089851656267719
15,nan,5.111096771892524,nan,5.0183819493939801
16,nan,5.0686810949388743,0.08403597195302287,4.9666686211862876
17,nan,5.0281329786766822,0.052688238180933461,4.9708147971860823
18,nan,4.9921441065379311,0.042340797342119679,4.9705615197458579
19,nan,4.9773501333853121,nan,4.9574598189323176
20,nan,4.972745268709871,0.055190138759151582,4.9410821545508599
21,0.075714486411830192,4.8909123957744107,0.089491063789013892,4.9835168469336724
22,0.075423762102210315,4.891189456519637,0.046797654200946129,4.9734336945318409
23,nan,4.8699080920582283,nan,4.8915011959691199
24,0.076120555701006065,4.8443715958693465,0.079266224416994283,4.8844361766692135
25,0.083961338958733825,4.7947764012465655,0.078608612980573409,4.9637906166814991
26,0.084599320088899227,4.8138470833282332,0.057698520321038463,4.9344419510133806
27,0.081735360623740039,4.7746565659983196,0.068313639490835132,4.9119474349483365
28,0.088973437795280455,4.7562949774835186,0.071421778610637116,4.8787615683770946
29,0.090029326847011523,4.7626491702872933,0.079431872214040453,4.8973113644507622
30,0.09693194544918321,4.704031532325164,0.085777819637329347,4.9131623237363753
31,0.090501192113386267,4.672526013349569,0.097798870696175488,4.9381375158986733
32,0.099969447179361445,4.6918782188941455,0.087643441173338124,4.8994786508621706
33,0.099473150375306657,4.6479234580174023,0.087775551023021828,4.9013942287814229
34,0.097561169792576993,4.6392884446556479,0.11135881850796361,4.9204179702266568
35,nan,4.6321470163288989,0.094845261064267924,4.8791837384623866
36,0.10470344300982988,4.6157636057615496,0.092832039921514453,4.9854914449876357
37,0.11416071099741926,4.585869727651243,0.1094950879773786,4.9680563096077215
38,0.11065411224841218,4.5822958762664934,0.086411356685623039,5.0135267934491559
39,0.11502822773362657,4.5452645616864347,0.096889705186890024,4.8942054933117278
40,0.11110273277722199,4.5366805920989366,0.080052431792982159,4.9899920186688824
41,0.11951519023283529,4.5225521474409662,0.10306637614004073,4.8955246710008193
42,0.11748541145849783,4.4954031273629269,0.084710132450826703,4.9497187675968295
43,0.12531188424533249,4.4719367347450909,0.10850558237683389,4.9601516108359061
44,0.12394536463352006,4.4491537754943353,0.13185162217386306,4.9857166044173704
45,0.13240915467510719,4.4629545864935096,0.08144715163976915,4.9933231876742452
46,0.12145385424954185,4.4594772286786499,0.13246685434733668,4.972323817591513
47,0.13358524051514073,4.4368818128546543,0.1125238835811615,4.9443683008993826
48,0.1297933377372226,4.3876946499652911,0.13284054494673206,5.0338169682410454
49,0.1333412101480613,4.4259104831152554,0.13108300393627537,5.0013423427458736
