epoch,f1_score,loss,val_f1_score,val_loss
0,0.10321051333243013,7.4480283808900296,0.10420437902212143,7.301426887512207
1,0.11830692356093825,7.0194270484876506,0.14339455962181091,6.6938319206237793
2,0.15290633647059795,6.6851748455392537,0.18768206238746643,6.3999109268188477
3,0.17055464625998917,6.5510806132344763,0.21901947259902954,6.2473416328430176
4,0.18382768643788172,6.4204940825780801,0.23705686628818512,6.1394624710083008
5,0.19487447601775559,6.3201916228476227,0.25832965970039368,6.0479068756103516
6,0.20497275879581592,6.2043865203003641,0.26557523012161255,5.9825930595397949
7,0.21245456391556944,6.0991496160399628,0.26463490724563599,5.9496960639953613
8,0.21590774040085564,5.999830446610412,0.26851853728294373,5.9186320304870605
9,0.22048544080639484,5.889987166907602,0.26579385995864868,5.9119806289672852
10,0.22321330261689376,5.818461032242463,0.26319745182991028,5.9273066520690918
11,0.2255403678013794,5.7522184009944741,0.26153382658958435,5.9375486373901367
12,0.22769546103242688,5.686728859972292,0.27051913738250732,5.990175724029541
13,0.23015440232057921,5.6479116882078326,0.27113795280456543,6.0101232528686523
14,0.23321176340991936,5.5968420998582697,0.27082672715187073,5.9992022514343262
15,0.23834784315597191,5.5335105611686739,0.28375440835952759,6.0444698333740234
16,0.24261882693082387,5.4920330764784167,0.27684345841407776,5.9776554107666016
17,0.24835901542657599,5.4276779144068543,0.29360011219978333,6.0012116432189941
18,0.25630040201312637,5.361137196328241,0.2987421452999115,5.926337718963623
19,0.26523069302312158,5.2676379819373098,0.32088837027549744,5.9696855545043945
20,0.27595748400837583,5.1878553653467741,0.32429313659667969,5.8939476013183594
21,0.2859632886459279,5.1002425071695816,0.32596263289451599,5.8346138000488281
22,0.29503698381549454,5.036342672930302,0.3342476487159729,5.8408389091491699
23,0.30700015015866783,4.9360393679558214,0.34208399057388306,5.8977823257446289
24,0.31412541087226559,4.8915945960670681,0.34050178527832031,5.8024106025695801
25,0.32044714974738064,4.833794154967169,0.35137942433357239,5.9162764549255371
26,0.32707717465095043,4.7837189770001007,0.36165669560432434,5.9437379837036133
27,0.33481974810388543,4.7425126914158398,0.3644980788230896,5.9649486541748047
28,0.34275302877891456,4.6811847789221401,0.36882546544075012,5.9622325897216797
29,0.35213606650528356,4.6393343593354937,0.37181472778320312,5.954932689666748
30,0.35936310204311256,4.6022719717922227,0.3787570595741272,5.9372515678405762
31,0.36582630928755872,4.5688736936079142,0.38235962390899658,5.8390154838562012
32,0.37275646617611069,4.5285007281290595,0.38581034541130066,5.8971242904663086
33,0.3808296006656483,4.4977167145738459,0.39274778962135315,5.9011087417602539
34,0.38811236689319117,4.4591693805602368,0.39563566446304321,5.6648721694946289
35,0.3977947759916447,4.4030114291711051,0.4079306423664093,5.748161792755127
36,0.40407080928342304,4.3915109493525408,0.41200003027915955,5.6588788032531738
37,0.41339983677052983,4.3396117774737979,0.41622036695480347,5.6713061332702637
38,0.42481084195972024,4.2843520711763903,0.42331928014755249,5.6826353073120117
39,0.42751030003586943,4.25687410496342,0.42860928177833557,5.5814762115478516
40,0.43752086480067259,4.2242972673639825,0.42789718508720398,5.6116023063659668
41,0.44360458437310019,4.1838097743083029,0.43516242504119873,5.6038589477539062
42,0.45038212282164564,4.1635425656420262,0.43633371591567993,5.5741748809814453
43,0.45379509716132121,4.1256847663339808,0.44084823131561279,5.5935249328613281
44,0.46180860446090666,4.1042391918766361,0.44002211093902588,5.6631011962890625
45,0.4695193010616644,4.05346503466928,0.44771888852119446,5.5405211448669434
46,0.47706431465268456,4.0319023926341329,0.45441305637359619,5.607966423034668
47,0.48271728589156959,4.0009270297061574,0.45593762397766113,5.548161506652832
48,0.49191078861163146,3.9574710518095038,0.45808735489845276,5.5713019371032715
49,0.49511237342440878,3.9227256932851984,0.46401455998420715,5.6736879348754883
50,0.50346030210851023,3.8891429399526216,0.47073394060134888,5.7538433074951172
51,0.51230012388664803,3.8635322990007666,0.47055178880691528,5.710362434387207
52,0.51637926967205916,3.8414688601276121,0.47131785750389099,5.729731559753418
53,0.51969527814040362,3.8236595273764942,0.47029390931129456,5.7661275863647461
54,0.5256166569121522,3.7944495981040554,0.47391581535339355,5.770815372467041
55,0.53093328599750511,3.7901902770825338,0.47088444232940674,5.7201981544494629
56,0.53823860980830451,3.739915774353082,0.4757961630821228,5.763178825378418
