epoch,f1_score,loss,val_f1_score,val_loss
0,0.19128548760123837,6.6973325153921159,0.27562698433476107,5.9179466001449095
1,0.25976437711779732,6.1875579632491862,0.29504722356796265,5.9223601894993934
2,0.27837981447750904,6.061034652518714,0.31955104681753344,5.7702816071048861
3,0.29276715737960118,5.9986148999008408,0.324615232406124,5.6482112176956667
4,0.30815764834759163,5.8920144535327665,0.33969668899813005,5.5678225794146137
5,0.32161231513736283,5.8086868497870707,0.35049779665085579,5.486264290348176
6,0.33219564395924178,5.7056620857389033,0.36646411591960537,5.3363728369435952
7,0.34448937686191888,5.6521871877549055,0.36936778983762186,5.2666619516188096
8,0.3557594273115976,5.6015153072087385,0.38866883420175119,5.1788463900166173
9,0.3688682862820109,5.5062122575491799,0.40376599373355987,5.1535280904462262
10,0.37962056430942154,5.4531403262378282,0.41826353150029338,5.0651687037560249
11,0.39262725422183853,5.3791461059208308,0.41318762783081303,5.0582463202937955
12,0.40019476416394872,5.3249589318981529,0.42696051059230683,4.9814524804392173
13,0.41107191923161968,5.2887333291069991,0.4351048469543457,4.94836554988738
14,0.41548695912186118,5.2259479034341867,0.44805082678794861,4.9141158288524993
15,0.42610357591053577,5.208846016237537,0.45093270847874301,4.8954287190591135
16,0.42878538978452008,5.1596882507645239,0.45262038707733154,4.9029084021045319
17,0.43652917360661814,5.1223239595589085,0.45063524380806952,4.8830575327719412
18,0.43631866793069013,5.1171368092645357,0.44638338877308753,4.8821129645070718
19,0.43946792333384338,5.0889636712513981,0.46122051631250688,4.8392367516794517
20,0.44582987426644261,5.051634341131499,0.45185889159479448,4.8879257632840067
21,0.44769064771243261,5.030893585782235,0.46302479313265893,4.8809278242049681
22,0.45586799051789373,4.9822661067720171,0.46461171104061988,4.8174152681904454
23,0.46001013662522672,4.9634504373733126,0.46478727363771005,4.8183137063057195
24,0.45797610333591249,4.9723828063015443,0.46914796867678243,4.8181404605988529
25,0.46533556868161274,4.908865281056376,0.4691663884347485,4.8193478891926427
26,0.46455354960560263,4.9004311130424645,0.47694250268320881,4.7893143007832188
27,0.46399374446275521,4.8912579221392489,0.46402112707015009,4.7888443854547313
28,0.46614621861128264,4.8545653036693004,0.45909361300929902,4.8258144317134732
29,0.46283825690338626,4.8698469109052827,0.47294580167339695,4.7816624795236899
30,0.47150445851558215,4.8171053526117635,0.47038359603574198,4.8006848212211359
31,0.47361401195705416,4.7924241178678209,0.47224041915708975,4.7720314764207412
32,0.47413007545492536,4.7992343697680253,0.46520632313143823,4.7709708213806152
33,0.47524380835978819,4.7650591940781633,0.46729475259780884,4.7799023197543233
34,0.47440678278783016,4.7767893578607055,0.47125812884299983,4.7737517203054116
35,0.47668265311869534,4.7678230434202575,0.47369443601177585,4.7082119141855552
36,0.47914978269497627,4.7011957599738929,0.47153357728835077,4.7532180047804307
37,0.48152605499555301,4.6972458578159264,0.47846487645179997,4.7452103399461318
38,0.48259738325112189,4.6539198833591939,0.47537100315093994,4.7507820744668283
39,0.48849498601288482,4.6359119295753741,0.46887760008535079,4.7751173819265054
40,0.48261862496979663,4.6598188793861981,0.46878030030958112,4.8038358226899174
41,0.4880250827371807,4.6304217443577178,0.47272265149701026,4.7790245548371342
42,0.49371893601216904,4.6192322366453222,0.47701328608297533,4.7262899029639458
43,0.49362583190282755,4.5790058236732589,0.48352942735918109,4.6972493817729335
44,0.49433366464736106,4.5802314800136088,0.48276948352013865,4.7424733869491087
45,0.49964144631166379,4.5488505461649265,0.48054981808508596,4.7515598112537019
46,0.50075692317265963,4.5429101737354518,0.48309737251650903,4.7246635498539096
47,0.50370249768507303,4.5150277236795038,0.48692249867223925,4.7300803584437219
48,0.50560824139478922,4.516366171431307,0.49692241222627703,4.695650008416945
49,0.50631644091866546,4.5115749385598098,0.47817652456222043,4.7209592326994869
